Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-31 10:30:00-04:00,228.4499969482422,228.72999572753906,226.8800048828125,227.31500244140625,227.31500244140625,5587159
2024-10-31 11:30:00-04:00,227.30999755859375,227.48500061035156,226.41000366210938,227.25,227.25,3752999
2024-10-31 12:30:00-04:00,227.27999877929688,228.1768035888672,227.2001953125,227.860107421875,227.860107421875,3450859
2024-10-31 13:30:00-04:00,227.86000061035156,227.96629333496094,226.8249969482422,227.08999633789062,227.08999633789062,3797245
2024-10-31 14:30:00-04:00,227.09500122070312,227.77999877929688,226.69500732421875,227.3300018310547,227.3300018310547,5061193
2024-10-31 15:30:00-04:00,227.3300018310547,227.77999877929688,225.38999938964844,225.38999938964844,225.38999938964844,7068003
2024-11-01 09:30:00-04:00,220.97000122070312,225.33999633789062,220.27999877929688,224.07000732421875,224.07000732421875,20933780
2024-11-01 10:30:00-04:00,224.08999633789062,224.21400451660156,221.60000610351562,223.2104949951172,223.2104949951172,10239831
2024-11-01 11:30:00-04:00,223.22000122070312,223.25,221.77000427246094,222.16000366210938,222.16000366210938,6402020
2024-11-01 12:30:00-04:00,222.13999938964844,223.39990234375,222.0500030517578,223.33999633789062,223.33999633789062,3824883
2024-11-01 13:30:00-04:00,223.34019470214844,223.36000061035156,222.07000732421875,222.2449951171875,222.2449951171875,3414057
2024-11-01 14:30:00-04:00,222.24000549316406,223.0998992919922,222.13999938964844,222.3300018310547,222.3300018310547,4035303
2024-11-01 15:30:00-04:00,222.33999633789062,223.25,222.27000427246094,222.85000610351562,222.85000610351562,5287827
2024-11-04 09:30:00-05:00,221.01199340820312,222.5399932861328,219.7100067138672,221.73150634765625,221.73150634765625,9635855
2024-11-04 10:30:00-05:00,221.75,222.26499938964844,221.13009643554688,221.4801025390625,221.4801025390625,4458145
2024-11-04 11:30:00-05:00,221.48080444335938,221.57000732421875,220.41000366210938,221.11509704589844,221.11509704589844,4999217
2024-11-04 12:30:00-05:00,221.11500549316406,222.6199951171875,221.0200958251953,222.02049255371094,222.02049255371094,2890130
2024-11-04 13:30:00-05:00,222.02000427246094,222.6190948486328,221.96009826660156,222.25999450683594,222.25999450683594,2412789
2024-11-04 14:30:00-05:00,222.25,222.7899932861328,222.1999969482422,222.47999572753906,222.47999572753906,2504276
2024-11-04 15:30:00-05:00,222.5,222.55999755859375,221.52000427246094,222.1199951171875,222.1199951171875,4039677
2024-11-05 09:30:00-05:00,221.7949981689453,223.94500732421875,221.7949981689453,223.31910705566406,223.31910705566406,6371475
2024-11-05 10:30:00-05:00,223.32000732421875,223.47999572753906,221.93499755859375,222.6699981689453,222.6699981689453,4046507
2024-11-05 11:30:00-05:00,222.67999267578125,223.75,222.67999267578125,223.3800048828125,223.3800048828125,2163887
2024-11-05 12:30:00-05:00,223.39999389648438,223.77999877929688,222.6199951171875,222.6199951171875,222.6199951171875,2147843
2024-11-05 13:30:00-05:00,222.6300048828125,223.4499969482422,222.40020751953125,223.33009338378906,223.33009338378906,2141597
2024-11-05 14:30:00-05:00,223.33999633789062,223.4470977783203,222.80999755859375,223.25,223.25,1939508
2024-11-05 15:30:00-05:00,223.25,223.52999877929688,222.7100067138672,223.4499969482422,223.4499969482422,3341639
2024-11-06 09:30:00-05:00,221.21499633789062,225.88999938964844,221.19000244140625,225.65130615234375,225.65130615234375,15626726
2024-11-06 10:30:00-05:00,225.66000366210938,226.06500244140625,223.69500732421875,224.8000030517578,224.8000030517578,5934080
2024-11-06 11:30:00-05:00,224.80239868164062,225.17999267578125,223.96499633789062,224.25999450683594,224.25999450683594,4364147
2024-11-06 12:30:00-05:00,224.27000427246094,224.60000610351562,223.99000549316406,224.1876983642578,224.1876983642578,3127772
2024-11-06 13:30:00-05:00,224.18499755859375,224.3300018310547,223.7449951171875,223.85000610351562,223.85000610351562,3301101
2024-11-06 14:30:00-05:00,223.86000061035156,224.22500610351562,223.25999450683594,223.62550354003906,223.62550354003906,4460263
2024-11-06 15:30:00-05:00,223.66000366210938,223.8800048828125,222.5,222.6999969482422,222.6999969482422,5070195
2024-11-07 09:30:00-05:00,224.625,226.5500030517578,224.57000732421875,225.7335968017578,225.7335968017578,10347470
2024-11-07 10:30:00-05:00,225.75,226.4199981689453,225.35000610351562,226.30499267578125,226.30499267578125,3199921
2024-11-07 11:30:00-05:00,226.3000030517578,227.4199981689453,226.1699981689453,227.21499633789062,227.21499633789062,3447650
2024-11-07 12:30:00-05:00,227.2100067138672,227.49000549316406,226.77000427246094,227.10330200195312,227.10330200195312,2598523
2024-11-07 13:30:00-05:00,227.10000610351562,227.3800048828125,226.7449951171875,227.10000610351562,227.10000610351562,2170877
2024-11-07 14:30:00-05:00,227.11000061035156,227.75999450683594,226.85499572753906,227.52999877929688,227.52999877929688,3884098
2024-11-07 15:30:00-05:00,227.53500366210938,227.8699951171875,226.75,227.69000244140625,227.69000244140625,5268867
2024-11-08 09:30:00-05:00,227.13999938964844,228.66000366210938,227.13999938964844,227.4947052001953,227.4947052001953,7142789
2024-11-08 10:30:00-05:00,227.47999572753906,227.55999755859375,226.4084014892578,226.68809509277344,226.68809509277344,3790404
2024-11-08 11:30:00-05:00,226.68499755859375,227.5800018310547,226.68499755859375,226.8800048828125,226.8800048828125,2696407
2024-11-08 12:30:00-05:00,226.8699951171875,227.4564971923828,226.7899932861328,226.9949951171875,226.9949951171875,2566711
2024-11-08 13:30:00-05:00,227.0,227.61000061035156,226.97000122070312,227.53990173339844,227.53990173339844,4000748
2024-11-08 14:30:00-05:00,227.52999877929688,227.72000122070312,227.25999450683594,227.47999572753906,227.47999572753906,2313467
2024-11-08 15:30:00-05:00,227.4499969482422,227.48500061035156,226.72000122070312,227.16000366210938,227.16000366210938,6567817
2024-11-11 09:30:00-05:00,225.05499267578125,225.6999969482422,222.77000427246094,222.80499267578125,222.80499267578125,11229917
2024-11-11 10:30:00-05:00,222.80999755859375,223.72000122070312,222.7200927734375,222.78500366210938,222.78500366210938,5006514
2024-11-11 11:30:00-05:00,222.72999572753906,223.1387939453125,222.00999450683594,222.19500732421875,222.19500732421875,4559831
2024-11-11 12:30:00-05:00,222.19000244140625,222.4600067138672,221.5,222.4600067138672,222.4600067138672,3705260
2024-11-11 13:30:00-05:00,222.4499053955078,223.10000610351562,222.36000061035156,223.05999755859375,223.05999755859375,2795549
2024-11-11 14:30:00-05:00,223.05999755859375,223.74000549316406,222.97000122070312,223.63499450683594,223.63499450683594,2570966
2024-11-11 15:30:00-05:00,223.63999938964844,224.35000610351562,223.4600067138672,224.25,224.25,3924037
2024-11-12 09:30:00-05:00,224.6300048828125,225.0399932861328,223.5749969482422,224.1699981689453,224.1699981689453,6615053
2024-11-12 10:30:00-05:00,224.2050018310547,225.5500030517578,224.17999267578125,225.1300048828125,225.1300048828125,4556722
2024-11-12 11:30:00-05:00,225.02000427246094,225.47000122070312,223.88499450683594,223.9199981689453,223.9199981689453,4198273
2024-11-12 12:30:00-05:00,223.9199981689453,224.47000122070312,223.35499572753906,224.47000122070312,224.47000122070312,2814384
2024-11-12 13:30:00-05:00,224.4499969482422,224.75990295410156,224.13999938964844,224.61990356445312,224.61990356445312,2559013
2024-11-12 14:30:00-05:00,224.6300048828125,224.82000732421875,224.44039916992188,224.60000610351562,224.60000610351562,2217197
2024-11-12 15:30:00-05:00,224.58999633789062,224.8000030517578,223.94039916992188,224.24000549316406,224.24000549316406,5475872
2024-11-13 09:30:00-05:00,223.9499969482422,225.20989990234375,222.75999450683594,223.2100067138672,223.2100067138672,10063606
2024-11-13 10:30:00-05:00,223.24000549316406,224.47000122070312,223.22500610351562,224.39500427246094,224.39500427246094,3879118
2024-11-13 11:30:00-05:00,224.46490478515625,225.5500030517578,223.77499389648438,225.02000427246094,225.02000427246094,3325662
2024-11-13 12:30:00-05:00,225.02499389648438,226.64999389648438,224.94000244140625,226.36380004882812,226.36380004882812,3682752
2024-11-13 13:30:00-05:00,226.36000061035156,226.42999267578125,225.75289916992188,225.91990661621094,225.91990661621094,3034597
2024-11-13 14:30:00-05:00,225.91000366210938,225.99130249023438,225.1186065673828,225.3701934814453,225.3701934814453,2989568
2024-11-13 15:30:00-05:00,225.3800048828125,225.9199981689453,224.47000122070312,225.07000732421875,225.07000732421875,5085654
2024-11-14 09:30:00-05:00,225.07000732421875,226.60000610351562,225.0500030517578,226.57000732421875,226.57000732421875,8366080
2024-11-14 10:30:00-05:00,226.56500244140625,227.05999755859375,226.33999633789062,226.4199981689453,226.4199981689453,4306234
2024-11-14 11:30:00-05:00,226.5800018310547,227.0800018310547,226.50999450683594,227.0,227.0,2369653
2024-11-14 12:30:00-05:00,227.00999450683594,228.63999938964844,226.77000427246094,228.47279357910156,228.47279357910156,4327298
2024-11-14 13:30:00-05:00,228.4700927734375,228.8699951171875,227.8300018310547,228.52749633789062,228.52749633789062,3310597
2024-11-14 14:30:00-05:00,228.50999450683594,228.7100067138672,226.99000549316406,227.03500366210938,227.03500366210938,5226141
2024-11-14 15:30:00-05:00,227.03500366210938,228.3800048828125,227.03500366210938,228.19000244140625,228.19000244140625,4276782
2024-11-15 09:30:00-05:00,225.9199981689453,226.9199981689453,224.44000244140625,224.6300048828125,224.6300048828125,12149935
2024-11-15 10:30:00-05:00,224.6300048828125,225.24000549316406,224.4600067138672,225.23500061035156,225.23500061035156,3739705
2024-11-15 11:30:00-05:00,225.2310028076172,225.47999572753906,224.6699981689453,224.87240600585938,224.87240600585938,3065408
2024-11-15 12:30:00-05:00,224.8699951171875,224.9499969482422,224.27000427246094,224.73500061035156,224.73500061035156,4906231
2024-11-15 13:30:00-05:00,224.6999969482422,224.9600067138672,224.3300018310547,224.39990234375,224.39990234375,2438130
2024-11-15 14:30:00-05:00,224.39999389648438,225.30999755859375,224.3000030517578,224.80999755859375,224.80999755859375,3159811
2024-11-15 15:30:00-05:00,224.80999755859375,225.24000549316406,224.5699005126953,224.9199981689453,224.9199981689453,4237936
2024-11-18 09:30:00-05:00,225.1999969482422,228.22000122070312,225.17999267578125,228.10000610351562,228.10000610351562,8356829
2024-11-18 10:30:00-05:00,228.10000610351562,229.2100067138672,228.10000610351562,229.05999755859375,229.05999755859375,4333949
2024-11-18 11:30:00-05:00,229.06509399414062,229.16000366210938,228.36000061035156,228.75,228.75,2932115
2024-11-18 12:30:00-05:00,228.7449951171875,229.74000549316406,228.63499450683594,228.96719360351562,228.96719360351562,3233690
2024-11-18 13:30:00-05:00,228.9600067138672,229.4980010986328,228.67999267578125,228.81500244140625,228.81500244140625,2504537
2024-11-18 14:30:00-05:00,228.82000732421875,229.08030700683594,228.03370666503906,228.05999755859375,228.05999755859375,3403227
2024-11-18 15:30:00-05:00,228.0500030517578,228.24000549316406,227.32000732421875,227.99000549316406,227.99000549316406,3614507
2024-11-19 09:30:00-05:00,226.7949981689453,228.86500549316406,226.66000366210938,228.85000610351562,228.85000610351562,6182588
2024-11-19 10:30:00-05:00,228.83999633789062,229.61000061035156,228.67999267578125,229.30999755859375,229.30999755859375,2959806
2024-11-19 11:30:00-05:00,229.3350067138672,229.86000061035156,229.19000244140625,229.85499572753906,229.85499572753906,3852606
2024-11-19 12:30:00-05:00,229.85499572753906,230.16000366210938,229.25,229.5800018310547,229.5800018310547,3426819
2024-11-19 13:30:00-05:00,229.5345001220703,229.99000549316406,229.35499572753906,229.38999938964844,229.38999938964844,2240828
2024-11-19 14:30:00-05:00,229.38999938964844,229.49000549316406,228.35000610351562,228.44000244140625,228.44000244140625,2882576
2024-11-19 15:30:00-05:00,228.42999267578125,228.72000122070312,227.72000122070312,228.33999633789062,228.33999633789062,3951414
2024-11-20 09:30:00-05:00,229.42999267578125,229.92999267578125,226.4199981689453,226.51499938964844,226.51499938964844,7607256
2024-11-20 10:30:00-05:00,226.52499389648438,227.1999969482422,226.10000610351562,226.17999267578125,226.17999267578125,3003827
2024-11-20 11:30:00-05:00,226.19000244140625,227.6999969482422,225.88999938964844,226.85009765625,226.85009765625,2793314
2024-11-20 12:30:00-05:00,226.85000610351562,227.3699951171875,226.3800048828125,226.81329345703125,226.81329345703125,2118040
2024-11-20 13:30:00-05:00,226.7899932861328,227.00999450683594,226.39500427246094,226.80999755859375,226.80999755859375,1602064
2024-11-20 14:30:00-05:00,226.80999755859375,228.0,226.6999969482422,227.9748992919922,227.9748992919922,2315522
2024-11-20 15:30:00-05:00,227.97000122070312,229.0,227.97000122070312,229.0,229.0,4127268
2024-11-21 09:30:00-05:00,228.7899932861328,229.9199981689453,225.71029663085938,225.9499969482422,225.9499969482422,9619943
2024-11-21 10:30:00-05:00,225.94000244140625,228.9199981689453,225.8300018310547,228.77000427246094,228.77000427246094,4765620
2024-11-21 11:30:00-05:00,228.75,229.4698944091797,228.49000549316406,229.2899932861328,229.2899932861328,3469645
2024-11-21 12:30:00-05:00,229.30999755859375,230.14999389648438,229.27000427246094,229.83999633789062,229.83999633789062,3200750
2024-11-21 13:30:00-05:00,229.85000610351562,229.93370056152344,229.22000122070312,229.36000061035156,229.36000061035156,2913322
2024-11-21 14:30:00-05:00,229.3800048828125,229.5800018310547,228.99000549316406,229.27000427246094,229.27000427246094,2610348
2024-11-21 15:30:00-05:00,229.27000427246094,229.2899932861328,228.27000427246094,228.50999450683594,228.50999450683594,4482648
2024-11-22 09:30:00-05:00,228.05999755859375,230.1300048828125,228.05999755859375,229.27999877929688,229.27999877929688,6571537
2024-11-22 10:30:00-05:00,229.27999877929688,229.92999267578125,228.8300018310547,229.47999572753906,229.47999572753906,4454609
2024-11-22 11:30:00-05:00,229.48989868164062,230.1199951171875,228.97000122070312,229.98500061035156,229.98500061035156,3272578
2024-11-22 12:30:00-05:00,229.98500061035156,230.7198944091797,229.6750030517578,230.17999267578125,230.17999267578125,3201749
2024-11-22 13:30:00-05:00,230.1649932861328,230.38999938964844,229.3300018310547,229.44000244140625,229.44000244140625,2939345
2024-11-22 14:30:00-05:00,229.44500732421875,229.63999938964844,228.92999267578125,229.375,229.375,2765287
2024-11-22 15:30:00-05:00,229.3699951171875,230.14999389648438,229.30999755859375,229.75999450683594,229.75999450683594,4345539
2024-11-25 09:30:00-05:00,231.4600067138672,233.2449951171875,231.4199981689453,232.0,232.0,9845726
2024-11-25 10:30:00-05:00,231.97999572753906,232.80099487304688,231.70030212402344,231.7100067138672,231.7100067138672,3799907
2024-11-25 11:30:00-05:00,231.7050018310547,231.85000610351562,229.9600067138672,230.20680236816406,230.20680236816406,3682262
2024-11-25 12:30:00-05:00,230.1999969482422,230.5800018310547,229.74000549316406,230.4149932861328,230.4149932861328,2947971
2024-11-25 13:30:00-05:00,230.4250030517578,230.74000549316406,230.1999969482422,230.68499755859375,230.68499755859375,2057791
2024-11-25 14:30:00-05:00,230.6649932861328,230.85000610351562,230.09500122070312,230.52000427246094,230.52000427246094,2752031
2024-11-25 15:30:00-05:00,230.5012969970703,233.1699981689453,229.84500122070312,232.8800048828125,232.8800048828125,11344808
2024-11-26 09:30:00-05:00,233.47500610351562,235.43499755859375,233.47500610351562,234.36000061035156,234.36000061035156,12979632
2024-11-26 10:30:00-05:00,234.36000061035156,235.57000732421875,234.2100067138672,235.0399932861328,235.0399932861328,4972245
2024-11-26 11:30:00-05:00,235.0399932861328,235.10470581054688,234.27000427246094,234.47999572753906,234.47999572753906,2980746
2024-11-26 12:30:00-05:00,234.47999572753906,235.17999267578125,234.35000610351562,234.50999450683594,234.50999450683594,3515885
2024-11-26 13:30:00-05:00,234.50999450683594,235.10000610351562,234.44500732421875,234.92999267578125,234.92999267578125,2752588
2024-11-26 14:30:00-05:00,234.9250030517578,235.25,234.72999572753906,234.80999755859375,234.80999755859375,3000602
2024-11-26 15:30:00-05:00,234.80999755859375,235.27999877929688,234.5800018310547,235.0800018310547,235.0800018310547,5458831
2024-11-27 09:30:00-05:00,234.46499633789062,235.67999267578125,233.8101043701172,235.16000366210938,235.16000366210938,7058124
2024-11-27 10:30:00-05:00,235.16000366210938,235.69000244140625,234.15460205078125,234.6699981689453,234.6699981689453,3805611
2024-11-27 11:30:00-05:00,234.62010192871094,234.88999938964844,233.97999572753906,234.57000732421875,234.57000732421875,2845831
2024-11-27 12:30:00-05:00,234.55999755859375,235.0,234.40939331054688,234.7801055908203,234.7801055908203,2325512
2024-11-27 13:30:00-05:00,234.77999877929688,235.13710021972656,234.7100067138672,234.97999572753906,234.97999572753906,1683157
2024-11-27 14:30:00-05:00,234.97999572753906,235.25,234.73500061035156,234.84500122070312,234.84500122070312,2045715
2024-11-27 15:30:00-05:00,234.83999633789062,235.08999633789062,234.5850067138672,234.99000549316406,234.99000549316406,2919382
2024-11-29 09:30:00-05:00,234.83999633789062,235.88999938964844,233.97000122070312,235.34500122070312,235.34500122070312,5532507
2024-11-29 10:30:00-05:00,235.35000610351562,236.5998992919922,235.33999633789062,236.39999389648438,236.39999389648438,3997632
2024-11-29 11:30:00-05:00,236.3800048828125,237.14999389648438,236.2899932861328,236.3699951171875,236.3699951171875,3843062
2024-12-02 09:30:00-05:00,237.27000427246094,240.27999877929688,237.16000366210938,240.27000427246094,240.27000427246094,11143242
2024-12-02 10:30:00-05:00,240.27000427246094,240.7899932861328,239.44000244140625,239.8300018310547,239.8300018310547,5965321
2024-12-02 11:30:00-05:00,239.8271942138672,240.1999969482422,239.36000061035156,239.8300018310547,239.8300018310547,2850375
2024-12-02 12:30:00-05:00,239.83999633789062,240.0,239.24000549316406,239.44000244140625,239.44000244140625,3599025
2024-12-02 13:30:00-05:00,239.4199981689453,239.50999450683594,239.02999877929688,239.3300018310547,239.3300018310547,2372094
2024-12-02 14:30:00-05:00,239.3300018310547,239.83999633789062,239.25010681152344,239.7899932861328,239.7899932861328,2497573
2024-12-02 15:30:00-05:00,239.7899932861328,239.94000244140625,239.0500030517578,239.60000610351562,239.60000610351562,3858894
2024-12-03 09:30:00-05:00,239.9199981689453,241.36990356445312,238.90029907226562,240.47000122070312,240.47000122070312,8548308
2024-12-03 10:30:00-05:00,240.47500610351562,241.33999633789062,240.4499969482422,241.3300018310547,241.3300018310547,3962336
2024-12-03 11:30:00-05:00,241.3300018310547,241.63499450683594,240.98199462890625,241.26499938964844,241.26499938964844,3152692
2024-12-03 12:30:00-05:00,241.26499938964844,241.6999053955078,241.14500427246094,241.4199981689453,241.4199981689453,2157544
2024-12-03 13:30:00-05:00,241.4199981689453,242.1699981689453,241.34500122070312,242.14999389648438,242.14999389648438,3311661
2024-12-03 14:30:00-05:00,242.15499877929688,242.4600067138672,241.85000610351562,242.05320739746094,242.05320739746094,3274479
2024-12-03 15:30:00-05:00,242.05999755859375,242.7550048828125,242.05999755859375,242.6300048828125,242.6300048828125,3704333
2024-12-04 09:30:00-05:00,242.8800048828125,244.10499572753906,242.50999450683594,243.4499969482422,243.4499969482422,8409865
2024-12-04 10:30:00-05:00,243.44000244140625,243.82000732421875,242.85000610351562,242.90499877929688,242.90499877929688,3476264
2024-12-04 11:30:00-05:00,242.90499877929688,242.90989685058594,241.25,242.03990173339844,242.03990173339844,7183414
2024-12-04 12:30:00-05:00,242.0399932861328,242.50999450683594,241.63999938964844,242.25869750976562,242.25869750976562,2189900
2024-12-04 13:30:00-05:00,242.24000549316406,243.17640686035156,241.92999267578125,243.07000732421875,243.07000732421875,3055452
2024-12-04 14:30:00-05:00,243.05999755859375,243.125,242.77999877929688,242.98500061035156,242.98500061035156,2751650
2024-12-04 15:30:00-05:00,242.98500061035156,243.5399932861328,242.8260955810547,243.02000427246094,243.02000427246094,3738537
2024-12-05 09:30:00-05:00,244.0500030517578,244.5399932861328,242.71279907226562,242.92999267578125,242.92999267578125,8289397
2024-12-05 10:30:00-05:00,242.92999267578125,243.0800018310547,242.22999572753906,242.5500030517578,242.5500030517578,3597584
2024-12-05 11:30:00-05:00,242.5449981689453,243.40989685058594,242.30999755859375,243.36000061035156,243.36000061035156,4262442
2024-12-05 12:30:00-05:00,243.35830688476562,243.3699951171875,242.61000061035156,242.88499450683594,242.88499450683594,2973235
2024-12-05 13:30:00-05:00,242.88999938964844,243.69000244140625,242.83999633789062,243.27999877929688,243.27999877929688,2513592
2024-12-05 14:30:00-05:00,243.28500366210938,243.36000061035156,242.7449951171875,242.9058074951172,242.9058074951172,3069471
2024-12-05 15:30:00-05:00,242.90499877929688,243.0800018310547,242.1300048828125,243.0800018310547,243.0800018310547,4497338
2024-12-06 09:30:00-05:00,242.8699951171875,244.6300048828125,242.0800018310547,243.44000244140625,243.44000244140625,7897447
2024-12-06 10:30:00-05:00,243.4499969482422,244.10000610351562,243.27499389648438,243.58200073242188,243.58200073242188,3073497
2024-12-06 11:30:00-05:00,243.5800018310547,243.83999633789062,243.2100067138672,243.60000610351562,243.60000610351562,2643208
2024-12-06 12:30:00-05:00,243.58999633789062,243.61500549316406,242.94000244140625,243.26409912109375,243.26409912109375,2315920
2024-12-06 13:30:00-05:00,243.25999450683594,243.63999938964844,243.0399932861328,243.16270446777344,243.16270446777344,2434412
2024-12-06 14:30:00-05:00,243.16000366210938,243.39999389648438,242.87010192871094,243.0500030517578,243.0500030517578,3531491
2024-12-06 15:30:00-05:00,243.0500030517578,243.14999389648438,242.1999969482422,242.86000061035156,242.86000061035156,4585536
2024-12-09 09:30:00-05:00,241.8300018310547,244.72000122070312,241.75999450683594,244.50999450683594,244.50999450683594,6763286
2024-12-09 10:30:00-05:00,244.47999572753906,247.23880004882812,244.4199981689453,246.47000122070312,246.47000122070312,7885176
2024-12-09 11:30:00-05:00,246.48500061035156,247.24000549316406,246.30999755859375,246.79029846191406,246.79029846191406,3738978
2024-12-09 12:30:00-05:00,246.8249969482422,247.01510620117188,245.7100067138672,246.9053955078125,246.9053955078125,3215218
2024-12-09 13:30:00-05:00,246.88999938964844,246.88999938964844,246.05999755859375,246.09500122070312,246.09500122070312,2110393
2024-12-09 14:30:00-05:00,246.09500122070312,246.77999877929688,245.89999389648438,246.75999450683594,246.75999450683594,2636199
2024-12-09 15:30:00-05:00,246.77999877929688,247.08999633789062,246.11000061035156,246.80999755859375,246.80999755859375,5245539
2024-12-10 09:30:00-05:00,246.9499969482422,247.78709411621094,245.80999755859375,246.72999572753906,246.72999572753906,7969297
2024-12-10 10:30:00-05:00,246.73500061035156,246.9199981689453,245.3419952392578,245.6699981689453,245.6699981689453,3845062
2024-12-10 11:30:00-05:00,245.6699981689453,247.17999267578125,245.61000061035156,247.07000732421875,247.07000732421875,2669027
2024-12-10 12:30:00-05:00,247.05999755859375,247.4783935546875,246.72000122070312,247.40660095214844,247.40660095214844,2160359
2024-12-10 13:30:00-05:00,247.40499877929688,247.8000030517578,247.35000610351562,247.42999267578125,247.42999267578125,2326302
2024-12-10 14:30:00-05:00,247.42999267578125,248.2100067138672,247.41000366210938,247.72000122070312,247.72000122070312,4138454
2024-12-10 15:30:00-05:00,247.72500610351562,248.07000732421875,247.3699951171875,247.8000030517578,247.8000030517578,3607802
2024-12-11 09:30:00-05:00,247.94500732421875,249.99000549316406,247.64999389648438,249.42999267578125,249.42999267578125,8367368
2024-12-11 10:30:00-05:00,249.42999267578125,250.8000030517578,249.39500427246094,250.44000244140625,250.44000244140625,6584107
2024-12-11 11:30:00-05:00,250.4199981689453,250.4199981689453,249.33999633789062,249.681396484375,249.681396484375,2792683
2024-12-11 12:30:00-05:00,249.67999267578125,249.77999877929688,248.97000122070312,249.10000610351562,249.10000610351562,2034409
2024-12-11 13:30:00-05:00,249.08999633789062,249.1649932861328,248.0863037109375,248.27999877929688,248.27999877929688,2859618
2024-12-11 14:30:00-05:00,248.2801055908203,248.44000244140625,247.0500030517578,247.14999389648438,247.14999389648438,3703277
2024-12-11 15:30:00-05:00,247.13999938964844,247.16000366210938,246.26010131835938,246.42999267578125,246.42999267578125,5247010
2024-12-12 09:30:00-05:00,246.94500732421875,248.1199951171875,245.67999267578125,247.99000549316406,247.99000549316406,7733107
2024-12-12 10:30:00-05:00,247.99000549316406,248.59959411621094,247.66000366210938,248.4709930419922,248.4709930419922,4798038
2024-12-12 11:30:00-05:00,248.47999572753906,248.54989624023438,247.99000549316406,248.09280395507812,248.09280395507812,2067122
2024-12-12 12:30:00-05:00,248.08999633789062,248.74000549316406,247.63999938964844,248.52999877929688,248.52999877929688,2027236
2024-12-12 13:30:00-05:00,248.52000427246094,248.74000549316406,248.0,248.02000427246094,248.02000427246094,1974147
2024-12-12 14:30:00-05:00,248.01499938964844,248.2100067138672,247.4499969482422,247.75,247.75,1927714
2024-12-12 15:30:00-05:00,247.75999450683594,248.1999969482422,247.74000549316406,247.9499969482422,247.9499969482422,2674221
2024-12-13 09:30:00-05:00,247.8800048828125,249.2902069091797,247.35000610351562,247.5500030517578,247.5500030517578,6597729
2024-12-13 10:30:00-05:00,247.5800018310547,247.9499969482422,246.5,246.625,246.625,3698292
2024-12-13 11:30:00-05:00,246.6199951171875,247.02999877929688,246.24000549316406,246.4600067138672,246.4600067138672,2717185
2024-12-13 12:30:00-05:00,246.47000122070312,247.25999450683594,246.33999633789062,247.19000244140625,247.19000244140625,2429085
2024-12-13 13:30:00-05:00,247.1750030517578,248.01499938964844,247.16009521484375,247.91000366210938,247.91000366210938,2136050
2024-12-13 14:30:00-05:00,247.90499877929688,248.10000610351562,247.63999938964844,248.02000427246094,248.02000427246094,2472418
2024-12-13 15:30:00-05:00,248.02000427246094,248.2987060546875,247.88999938964844,248.1300048828125,248.1300048828125,2520361
2024-12-16 09:30:00-05:00,248.0,250.0,247.64999389648438,249.05999755859375,249.05999755859375,7886880
2024-12-16 10:30:00-05:00,249.02999877929688,249.9600067138672,248.82000732421875,249.6699981689453,249.6699981689453,3291322
2024-12-16 11:30:00-05:00,249.7100067138672,250.3000030517578,249.53500366210938,250.05999755859375,250.05999755859375,3966563
2024-12-16 12:30:00-05:00,250.05999755859375,251.37890625,250.05259704589844,251.11000061035156,251.11000061035156,3741887
2024-12-16 13:30:00-05:00,251.08999633789062,251.2471923828125,250.5800018310547,250.8000946044922,250.8000946044922,2929661
2024-12-16 14:30:00-05:00,250.80999755859375,251.0001983642578,250.2100067138672,250.69500732421875,250.69500732421875,3296914
2024-12-16 15:30:00-05:00,250.6999969482422,251.10000610351562,249.9499969482422,251.0399932861328,251.0399932861328,3755928
2024-12-17 09:30:00-05:00,250.13499450683594,252.97999572753906,249.7899932861328,252.27000427246094,252.27000427246094,8272806
2024-12-17 10:30:00-05:00,252.2550048828125,253.35000610351562,251.77000427246094,252.5500030517578,252.5500030517578,4415074
2024-12-17 11:30:00-05:00,252.52999877929688,253.3000030517578,252.47999572753906,253.22500610351562,253.22500610351562,3694338
2024-12-17 12:30:00-05:00,253.25,253.2899932861328,252.69009399414062,253.1300048828125,253.1300048828125,2789948
2024-12-17 13:30:00-05:00,253.13999938964844,253.63499450683594,252.92999267578125,253.1999969482422,253.1999969482422,3028678
2024-12-17 14:30:00-05:00,253.1999969482422,253.38999938964844,252.75,252.8800048828125,252.8800048828125,3197831
2024-12-17 15:30:00-05:00,252.8800048828125,253.80999755859375,252.64999389648438,253.47999572753906,253.47999572753906,6517824
2024-12-18 09:30:00-05:00,252.22000122070312,253.39999389648438,251.3300018310547,253.07000732421875,253.07000732421875,7178746
2024-12-18 10:30:00-05:00,253.07000732421875,253.79989624023438,252.85000610351562,253.32000732421875,253.32000732421875,4534838
2024-12-18 11:30:00-05:00,253.32359313964844,254.0399932861328,253.1750030517578,253.63499450683594,253.63499450683594,3385526
2024-12-18 12:30:00-05:00,253.6300048828125,254.00999450683594,253.47000122070312,253.71009826660156,253.71009826660156,2498618
2024-12-18 13:30:00-05:00,253.6999969482422,254.27999877929688,251.5399932861328,252.4499969482422,252.4499969482422,4517172
2024-12-18 14:30:00-05:00,252.44900512695312,252.97999572753906,249.5,249.89999389648438,249.89999389648438,8004435
